event_id,event_type,timestamp,trader_id,account_id,instrument,side,order_id,quantity,price,order_type,session,related_order_id,is_aggressive
EVT-20260217-0447799,ORDER_PLACE,2026-02-17T10:54:01.764408,T-0016,T-0016,TSLA,BUY,ORD-T-0016-005639,26700.0,248.92,LIMIT,REGULAR,,True
EVT-20260217-0447813,ORDER_PLACE,2026-02-17T10:54:02.137124,T-0026,T-0026,AMZN,BUY,ORD-T-0026-004573,36000.0,184.50078205999333,MARKET,REGULAR,,True
EVT-20260217-0447751,TRADE_EXECUTE,2026-02-17T10:54:03.163249,T-0007,T-0007,TSLA,BUY,ORD-T-0007-005873,4000.0,249.13,LIMIT,REGULAR,EVT-20260217-0447750,True
EVT-20260217-0447760,TRADE_EXECUTE,2026-02-17T10:54:05.646627,T-0016,T-0016,TSLA,SELL,ORD-T-0016-005638,26000.0,249.04,LIMIT,REGULAR,EVT-20260217-0447759,True
EVT-20260217-0447803,ORDER_PLACE,2026-02-17T10:54:08.674002,T-0016,T-0016,TSLA,BUY,ORD-T-0016-005641,31600.0,249.16,LIMIT,REGULAR,,False
EVT-20260217-0447785,TRADE_EXECUTE,2026-02-17T10:54:09.285597,T-0045,T-0045,NVDA,SELL,ORD-T-0045-005367,700.0,795.78,LIMIT,REGULAR,EVT-20260217-0447784,True
EVT-20260217-0447824,ORDER_PLACE,2026-02-17T10:54:10.611326,T-0047,T-0047,AMZN,BUY,ORD-T-0047-004904,100.0,184.76,LIMIT,REGULAR,,False
EVT-20260217-0447808,ORDER_PLACE,2026-02-17T10:54:11.575433,T-0023,T-0023,AAPL,BUY,ORD-T-0023-005106,44600.0,174.43624318205607,MARKET,REGULAR,,True
EVT-20260217-0447749,ORDER_CANCEL,2026-02-17T10:54:12.340584,T-0006,T-0006,TSLA,BUY,ORD-T-0006-005344,2600.0,248.48,LIMIT,REGULAR,EVT-20260217-0447748,False
EVT-20260217-0447805,ORDER_PLACE,2026-02-17T10:54:12.948861,T-0018,T-0018,NVDA,BUY,ORD-T-0018-005294,36300.0,797.92,LIMIT,REGULAR,,False
EVT-20260217-0447791,ORDER_PLACE,2026-02-17T10:54:15.753250,T-0007,T-0007,AAPL,SELL,ORD-T-0007-005874,4800.0,174.43,LIMIT,REGULAR,,True
EVT-20260217-0447793,ORDER_PLACE,2026-02-17T10:54:16.929574,T-0009,T-0009,AMZN,SELL,ORD-T-0009-005167,2400.0,184.19,LIMIT,REGULAR,,False
EVT-20260217-0447789,TRADE_EXECUTE,2026-02-17T10:54:18.098598,T-0047,T-0047,NVDA,SELL,ORD-T-0047-004903,500.0,796.62,LIMIT,REGULAR,EVT-20260217-0447788,False
EVT-20260217-0447790,ORDER_PLACE,2026-02-17T10:54:18.624816,T-0006,T-0006,NVDA,BUY,ORD-T-0006-005345,1500.0,797.1751462801756,MARKET,REGULAR,,True
EVT-20260217-0447825,ORDER_PLACE,2026-02-17T10:54:18.635569,T-0049,T-0049,TSLA,BUY,ORD-T-0049-005772,1900.0,249.25,LIMIT,REGULAR,,False
EVT-20260217-0447815,ORDER_PLACE,2026-02-17T10:54:18.702741,T-0037,T-0037,NVDA,BUY,ORD-T-0037-004827,1000.0,795.66,LIMIT,REGULAR,,False
EVT-20260217-0447795,ORDER_PLACE,2026-02-17T10:54:26.218852,T-0014,T-0014,AMZN,BUY,ORD-T-0014-005812,21500.0,184.31,LIMIT,REGULAR,,False
EVT-20260217-0447765,TRADE_EXECUTE,2026-02-17T10:54:27.018723,T-0021,T-0021,MSFT,BUY,ORD-T-0021-004882,41700.0,396.32,LIMIT,REGULAR,EVT-20260217-0447764,False
EVT-20260217-0447733,TRADE_EXECUTE,2026-02-17T10:54:30.912233,T-0035,T-0035,TSLA,BUY,ORD-T-0035-005667,700.0,248.96,LIMIT,REGULAR,EVT-20260217-0447732,True
EVT-20260217-0447827,ORDER_PLACE,2026-02-17T10:54:32.661303,T-0050,T-0050,NVDA,SELL,ORD-T-0050-005417,700.0,796.81,LIMIT,REGULAR,,True
EVT-20260217-0447816,ORDER_CANCEL,2026-02-17T10:54:33.129375,T-0037,T-0037,NVDA,BUY,ORD-T-0037-004827,1000.0,795.66,LIMIT,REGULAR,EVT-20260217-0447815,False
EVT-20260217-0447818,ORDER_PLACE,2026-02-17T10:54:35.252663,T-0042,T-0042,NVDA,SELL,ORD-T-0042-005350,1900.0,798.58,LIMIT,REGULAR,,False
EVT-20260217-0447820,ORDER_PLACE,2026-02-17T10:54:35.932057,T-0044,T-0044,NVDA,SELL,ORD-T-0044-005487,1100.0,797.1751462801756,MARKET,REGULAR,,True
EVT-20260217-0447801,ORDER_PLACE,2026-02-17T10:54:37.172077,T-0016,T-0016,TSLA,SELL,ORD-T-0016-005640,10100.0,248.39,LIMIT,REGULAR,,False
EVT-20260217-0447740,TRADE_EXECUTE,2026-02-17T10:54:38.313692,T-0046,T-0046,AMZN,BUY,ORD-T-0046-004449,1000.0,184.72,LIMIT,REGULAR,EVT-20260217-0447739,True
EVT-20260217-0447780,TRADE_EXECUTE,2026-02-17T10:54:38.846345,T-0034,T-0034,NVDA,SELL,ORD-T-0034-004459,800.0,797.89,LIMIT,REGULAR,EVT-20260217-0447779,False
EVT-20260217-0447792,ORDER_CANCEL,2026-02-17T10:54:40.824262,T-0007,T-0007,AAPL,SELL,ORD-T-0007-005874,4800.0,174.43,LIMIT,REGULAR,EVT-20260217-0447791,True
EVT-20260217-0447811,ORDER_PLACE,2026-02-17T10:54:41.491028,T-0026,T-0026,AMZN,BUY,ORD-T-0026-004572,12400.0,184.78,LIMIT,REGULAR,,False
EVT-20260217-0447802,ORDER_CANCEL,2026-02-17T10:54:43.762823,T-0016,T-0016,TSLA,SELL,ORD-T-0016-005640,10100.0,248.39,LIMIT,REGULAR,EVT-20260217-0447801,False
EVT-20260217-0447817,ORDER_PLACE,2026-02-17T10:54:48.539160,T-0038,T-0038,MSFT,BUY,ORD-T-0038-005616,200.0,395.34,LIMIT,REGULAR,,False
EVT-20260217-0447814,ORDER_PLACE,2026-02-17T10:54:51.087335,T-0027,T-0027,MSFT,SELL,ORD-T-0027-005243,10300.0,395.32,LIMIT,REGULAR,,False
EVT-20260217-0447807,ORDER_PLACE,2026-02-17T10:54:51.340558,T-0020,T-0020,AMZN,BUY,ORD-T-0020-005529,24300.0,184.84,LIMIT,REGULAR,,False
EVT-20260217-0447796,ORDER_PLACE,2026-02-17T10:54:51.761267,T-0014,T-0014,AMZN,BUY,ORD-T-0014-005813,16500.0,184.15,LIMIT,REGULAR,,False
EVT-20260217-0447810,ORDER_PLACE,2026-02-17T10:54:52.238826,T-0025,T-0025,MSFT,SELL,ORD-T-0025-005321,15500.0,395.89,LIMIT,REGULAR,,True
EVT-20260217-0447826,TRADE_EXECUTE,2026-02-17T10:54:54.195600,T-0049,T-0049,TSLA,BUY,ORD-T-0049-005772,1900.0,249.19,LIMIT,REGULAR,EVT-20260217-0447825,False
EVT-20260217-0447797,ORDER_PLACE,2026-02-17T10:54:55.357387,T-0015,T-0015,NVDA,SELL,ORD-T-0015-005082,38300.0,798.05,LIMIT,REGULAR,,False
EVT-20260217-0447726,TRADE_EXECUTE,2026-02-17T10:54:55.465035,T-0027,T-0027,TSLA,BUY,ORD-T-0027-005242,46000.0,249.21,LIMIT,REGULAR,EVT-20260217-0447725,False
EVT-20260217-0447822,ORDER_PLACE,2026-02-17T10:54:55.702405,T-0045,T-0045,NVDA,SELL,ORD-T-0045-005369,1500.0,796.04,LIMIT,REGULAR,,False
EVT-20260217-0447809,ORDER_CANCEL,2026-02-17T10:54:56.464796,T-0023,T-0023,AAPL,BUY,ORD-T-0023-005106,44600.0,174.43624318205607,MARKET,REGULAR,EVT-20260217-0447808,True
EVT-20260217-0447812,ORDER_CANCEL,2026-02-17T10:54:58.013356,T-0026,T-0026,AMZN,BUY,ORD-T-0026-004572,12400.0,184.78,LIMIT,REGULAR,EVT-20260217-0447811,False
EVT-20260217-0447753,TRADE_EXECUTE,2026-02-17T10:54:58.127033,T-0009,T-0009,TSLA,SELL,ORD-T-0009-005166,700.0,248.97,LIMIT,REGULAR,EVT-20260217-0447752,True
EVT-20260217-0447862,ORDER_PLACE,2026-02-17T10:55:00.918786,T-0050,T-0050,NVDA,SELL,ORD-T-0050-005418,1500.0,796.109051373113,MARKET,REGULAR,,True
EVT-20260217-0447794,ORDER_CANCEL,2026-02-17T10:55:01.196033,T-0009,T-0009,AMZN,SELL,ORD-T-0009-005167,2400.0,184.19,LIMIT,REGULAR,EVT-20260217-0447793,False
EVT-20260217-0447845,ORDER_PLACE,2026-02-17T10:55:04.485236,T-0029,T-0029,TSLA,SELL,ORD-T-0029-005756,32400.0,248.6,LIMIT,REGULAR,,False
EVT-20260217-0447819,TRADE_EXECUTE,2026-02-17T10:55:05.749231,T-0042,T-0042,NVDA,SELL,ORD-T-0042-005350,1900.0,799.04,LIMIT,REGULAR,EVT-20260217-0447818,False
EVT-20260217-0447769,TRADE_EXECUTE,2026-02-17T10:55:07.106213,T-0023,T-0023,AAPL,SELL,ORD-T-0023-005105,45800.0,174.69,LIMIT,REGULAR,EVT-20260217-0447768,False
EVT-20260217-0447762,TRADE_EXECUTE,2026-02-17T10:55:09.496249,T-0018,T-0018,AAPL,BUY,ORD-T-0018-005292,9700.0,174.9,LIMIT,REGULAR,EVT-20260217-0447761,False
EVT-20260217-0447806,TRADE_EXECUTE,2026-02-17T10:55:14.212389,T-0018,T-0018,NVDA,BUY,ORD-T-0018-005294,36300.0,798.39,LIMIT,REGULAR,EVT-20260217-0447805,False
EVT-20260217-0447846,ORDER_PLACE,2026-02-17T10:55:16.129875,T-0029,T-0029,TSLA,SELL,ORD-T-0029-005757,18700.0,248.59,LIMIT,REGULAR,,False
EVT-20260217-0447841,ORDER_PLACE,2026-02-17T10:55:16.603067,T-0021,T-0021,MSFT,SELL,ORD-T-0021-004883,35400.0,396.14,LIMIT,REGULAR,,True
EVT-20260217-0447835,ORDER_PLACE,2026-02-17T10:55:19.010071,T-0008,T-0008,TSLA,BUY,ORD-T-0008-005060,3900.0,248.83,LIMIT,REGULAR,,True
EVT-20260217-0447773,TRADE_EXECUTE,2026-02-17T10:55:20.637110,T-0028,T-0028,AMZN,SELL,ORD-T-0028-005485,43200.0,184.12,LIMIT,REGULAR,EVT-20260217-0447772,False
EVT-20260217-0447839,ORDER_PLACE,2026-02-17T10:55:26.339876,T-0015,T-0015,AAPL,BUY,ORD-T-0015-005083,23800.0,174.26,LIMIT,REGULAR,,False
EVT-20260217-0447829,ORDER_PLACE,2026-02-17T10:55:26.696373,T-0001,T-0001,TSLA,SELL,ORD-T-0001-004705,2800.0,249.26,LIMIT,REGULAR,,False
EVT-20260217-0447836,TRADE_EXECUTE,2026-02-17T10:55:27.952577,T-0008,T-0008,TSLA,BUY,ORD-T-0008-005060,3900.0,248.74,LIMIT,REGULAR,EVT-20260217-0447835,True
EVT-20260217-0447854,ORDER_PLACE,2026-02-17T10:55:30.323868,T-0046,T-0046,AAPL,SELL,ORD-T-0046-004451,1600.0,174.55,LIMIT,REGULAR,,True
EVT-20260217-0447771,TRADE_EXECUTE,2026-02-17T10:55:30.624515,T-0024,T-0024,MSFT,BUY,ORD-T-0024-004330,41900.0,395.22,LIMIT,REGULAR,EVT-20260217-0447770,False
EVT-20260217-0447842,ORDER_CANCEL,2026-02-17T10:55:31.631939,T-0021,T-0021,MSFT,SELL,ORD-T-0021-004883,35400.0,396.14,LIMIT,REGULAR,EVT-20260217-0447841,True
EVT-20260217-0447860,ORDER_PLACE,2026-02-17T10:55:34.005316,T-0047,T-0047,TSLA,BUY,ORD-T-0047-004906,700.0,249.21,LIMIT,REGULAR,,False
EVT-20260217-0447830,ORDER_CANCEL,2026-02-17T10:55:34.638435,T-0001,T-0001,TSLA,SELL,ORD-T-0001-004705,2800.0,249.26,LIMIT,REGULAR,EVT-20260217-0447829,False
EVT-20260217-0447840,TRADE_EXECUTE,2026-02-17T10:55:34.740116,T-0015,T-0015,AAPL,BUY,ORD-T-0015-005083,23800.0,174.15,LIMIT,REGULAR,EVT-20260217-0447839,False
EVT-20260217-0447833,ORDER_PLACE,2026-02-17T10:55:37.630943,T-0008,T-0008,TSLA,SELL,ORD-T-0008-005059,2300.0,249.04,LIMIT,REGULAR,,False
EVT-20260217-0447861,ORDER_PLACE,2026-02-17T10:55:37.821853,T-0049,T-0049,AAPL,BUY,ORD-T-0049-005773,200.0,174.69,LIMIT,REGULAR,,False
EVT-20260217-0447831,ORDER_PLACE,2026-02-17T10:55:41.282201,T-0001,T-0001,TSLA,BUY,ORD-T-0001-004706,900.0,248.36,LIMIT,REGULAR,,False
EVT-20260217-0447834,ORDER_CANCEL,2026-02-17T10:55:42.565057,T-0008,T-0008,TSLA,SELL,ORD-T-0008-005059,2300.0,249.04,LIMIT,REGULAR,EVT-20260217-0447833,False
EVT-20260217-0447843,ORDER_PLACE,2026-02-17T10:55:46.560660,T-0027,T-0027,MSFT,SELL,ORD-T-0027-005244,27900.0,396.34,LIMIT,REGULAR,,False
EVT-20260217-0447852,ORDER_PLACE,2026-02-17T10:55:48.208082,T-0039,T-0039,NVDA,BUY,ORD-T-0039-004708,1900.0,796.56,LIMIT,REGULAR,,False
EVT-20260217-0447850,ORDER_PLACE,2026-02-17T10:55:50.497756,T-0037,T-0037,MSFT,SELL,ORD-T-0037-004828,300.0,395.99148605368623,MARKET,REGULAR,,True
EVT-20260217-0447848,ORDER_PLACE,2026-02-17T10:55:52.131227,T-0034,T-0034,AMZN,SELL,ORD-T-0034-004460,1500.0,184.61,LIMIT,REGULAR,,False
EVT-20260217-0447858,ORDER_PLACE,2026-02-17T10:55:52.937136,T-0047,T-0047,TSLA,BUY,ORD-T-0047-004905,1400.0,248.77,LIMIT,REGULAR,,True
EVT-20260217-0447837,ORDER_PLACE,2026-02-17T10:55:53.064661,T-0009,T-0009,MSFT,SELL,ORD-T-0009-005168,1100.0,395.46,LIMIT,REGULAR,,False
EVT-20260217-0447856,ORDER_PLACE,2026-02-17T10:55:57.196857,T-0046,T-0046,AAPL,BUY,ORD-T-0046-004452,600.0,174.46879588355424,MARKET,REGULAR,,True
EVT-20260217-0447804,TRADE_EXECUTE,2026-02-17T10:55:57.642603,T-0016,T-0016,TSLA,BUY,ORD-T-0016-005641,31600.0,249.14,LIMIT,REGULAR,EVT-20260217-0447803,False
EVT-20260217-0447800,TRADE_EXECUTE,2026-02-17T10:55:59.360023,T-0016,T-0016,TSLA,BUY,ORD-T-0016-005639,26700.0,248.89,LIMIT,REGULAR,EVT-20260217-0447799,True
EVT-20260217-0447901,ORDER_PLACE,2026-02-17T10:56:00.487745,T-0035,T-0035,TSLA,SELL,ORD-T-0035-005671,100.0,248.38,LIMIT,REGULAR,,False
EVT-20260217-0447895,ORDER_PLACE,2026-02-17T10:56:01.755136,T-0033,T-0033,NVDA,SELL,ORD-T-0033-004958,800.0,795.37,LIMIT,REGULAR,,True
EVT-20260217-0447859,TRADE_EXECUTE,2026-02-17T10:56:03.605307,T-0047,T-0047,TSLA,BUY,ORD-T-0047-004905,1400.0,248.88,LIMIT,REGULAR,EVT-20260217-0447858,True
EVT-20260217-0447902,ORDER_PLACE,2026-02-17T10:56:04.994230,T-0038,T-0038,NVDA,SELL,ORD-T-0038-005617,400.0,796.8,LIMIT,REGULAR,,False
EVT-20260217-0447857,TRADE_EXECUTE,2026-02-17T10:56:09.856105,T-0046,T-0046,AAPL,BUY,ORD-T-0046-004452,600.0,174.64,MARKET,REGULAR,EVT-20260217-0447856,True
EVT-20260217-0447868,ORDER_PLACE,2026-02-17T10:56:10.275100,T-0004,T-0004,NVDA,SELL,ORD-T-0004-006080,700.0,796.55,LIMIT,REGULAR,,False
EVT-20260217-0447909,ORDER_PLACE,2026-02-17T10:56:11.587469,T-0046,T-0046,NVDA,BUY,ORD-T-0046-004453,600.0,794.28,LIMIT,REGULAR,,False
EVT-20260217-0447838,TRADE_EXECUTE,2026-02-17T10:56:11.858286,T-0009,T-0009,MSFT,SELL,ORD-T-0009-005168,1100.0,395.63,LIMIT,REGULAR,EVT-20260217-0447837,False
EVT-20260217-0447904,ORDER_PLACE,2026-02-17T10:56:12.882861,T-0038,T-0038,NVDA,BUY,ORD-T-0038-005618,800.0,796.02,LIMIT,REGULAR,,True
EVT-20260217-0447855,ORDER_CANCEL,2026-02-17T10:56:13.135375,T-0046,T-0046,AAPL,SELL,ORD-T-0046-004451,1600.0,174.55,LIMIT,REGULAR,EVT-20260217-0447854,True
EVT-20260217-0447866,ORDER_PLACE,2026-02-17T10:56:13.622369,T-0003,T-0003,AAPL,SELL,ORD-T-0003-005462,3500.0,174.45,LIMIT,REGULAR,,False
EVT-20260217-0447887,ORDER_PLACE,2026-02-17T10:56:15.844231,T-0022,T-0022,TSLA,BUY,ORD-T-0022-005383,24800.0,248.35,LIMIT,REGULAR,,False
EVT-20260217-0447832,ORDER_CANCEL,2026-02-17T10:56:16.354616,T-0001,T-0001,TSLA,BUY,ORD-T-0001-004706,900.0,248.36,LIMIT,REGULAR,EVT-20260217-0447831,False
EVT-20260217-0447872,ORDER_PLACE,2026-02-17T10:56:25.074890,T-0008,T-0008,AMZN,BUY,ORD-T-0008-005061,800.0,184.14,LIMIT,REGULAR,,False
EVT-20260217-0447893,ORDER_PLACE,2026-02-17T10:56:25.667563,T-0027,T-0027,AAPL,SELL,ORD-T-0027-005246,4800.0,174.42,LIMIT,REGULAR,,False
EVT-20260217-0447828,TRADE_EXECUTE,2026-02-17T10:56:26.088533,T-0050,T-0050,NVDA,SELL,ORD-T-0050-005417,700.0,796.94,LIMIT,REGULAR,EVT-20260217-0447827,True
EVT-20260217-0447823,TRADE_EXECUTE,2026-02-17T10:56:27.956845,T-0045,T-0045,NVDA,SELL,ORD-T-0045-005369,1500.0,796.48,LIMIT,REGULAR,EVT-20260217-0447822,False
EVT-20260217-0447864,ORDER_PLACE,2026-02-17T10:56:29.773824,T-0001,T-0001,NVDA,BUY,ORD-T-0001-004707,3900.0,794.31,LIMIT,REGULAR,,False
EVT-20260217-0447870,ORDER_PLACE,2026-02-17T10:56:30.835319,T-0007,T-0007,TSLA,SELL,ORD-T-0007-005875,2100.0,248.7,LIMIT,REGULAR,,True
EVT-20260217-0447899,ORDER_PLACE,2026-02-17T10:56:31.952404,T-0035,T-0035,TSLA,BUY,ORD-T-0035-005670,400.0,249.14,LIMIT,REGULAR,,False
EVT-20260217-0447821,TRADE_EXECUTE,2026-02-17T10:56:32.918154,T-0044,T-0044,NVDA,SELL,ORD-T-0044-005487,1100.0,796.45,MARKET,REGULAR,EVT-20260217-0447820,True
EVT-20260217-0447865,ORDER_CANCEL,2026-02-17T10:56:34.406947,T-0001,T-0001,NVDA,BUY,ORD-T-0001-004707,3900.0,794.31,LIMIT,REGULAR,EVT-20260217-0447864,False
EVT-20260217-0447882,ORDER_PLACE,2026-02-17T10:56:36.707354,T-0018,T-0018,NVDA,SELL,ORD-T-0018-005295,35500.0,794.92,LIMIT,REGULAR,,False
EVT-20260217-0447878,ORDER_PLACE,2026-02-17T10:56:37.231553,T-0013,T-0013,NVDA,SELL,ORD-T-0013-006277,30300.0,797.09,LIMIT,REGULAR,,False
EVT-20260217-0447898,ORDER_PLACE,2026-02-17T10:56:38.648162,T-0035,T-0035,TSLA,SELL,ORD-T-0035-005669,1900.0,248.8,LIMIT,REGULAR,,True
EVT-20260217-0447889,ORDER_PLACE,2026-02-17T10:56:41.486518,T-0025,T-0025,TSLA,BUY,ORD-T-0025-005322,8800.0,248.49,LIMIT,REGULAR,,False
EVT-20260217-0447903,TRADE_EXECUTE,2026-02-17T10:56:42.499621,T-0038,T-0038,NVDA,SELL,ORD-T-0038-005617,400.0,796.82,LIMIT,REGULAR,EVT-20260217-0447902,False
EVT-20260217-0447867,ORDER_CANCEL,2026-02-17T10:56:43.985803,T-0003,T-0003,AAPL,SELL,ORD-T-0003-005462,3500.0,174.45,LIMIT,REGULAR,EVT-20260217-0447866,False
EVT-20260217-0447885,ORDER_PLACE,2026-02-17T10:56:44.286750,T-0020,T-0020,TSLA,SELL,ORD-T-0020-005530,35200.0,248.81,LIMIT,REGULAR,,True
EVT-20260217-0447847,TRADE_EXECUTE,2026-02-17T10:56:44.877929,T-0029,T-0029,TSLA,SELL,ORD-T-0029-005757,18700.0,248.46,LIMIT,REGULAR,EVT-20260217-0447846,False
EVT-20260217-0447798,TRADE_EXECUTE,2026-02-17T10:56:46.272965,T-0015,T-0015,NVDA,SELL,ORD-T-0015-005082,38300.0,797.31,LIMIT,REGULAR,EVT-20260217-0447797,False
EVT-20260217-0447871,ORDER_CANCEL,2026-02-17T10:56:46.911175,T-0007,T-0007,TSLA,SELL,ORD-T-0007-005875,2100.0,248.7,LIMIT,REGULAR,EVT-20260217-0447870,True
EVT-20260217-0447863,TRADE_EXECUTE,2026-02-17T10:56:48.308995,T-0050,T-0050,NVDA,SELL,ORD-T-0050-005418,1500.0,795.33,MARKET,REGULAR,EVT-20260217-0447862,True
EVT-20260217-0447851,TRADE_EXECUTE,2026-02-17T10:56:49.653885,T-0037,T-0037,MSFT,SELL,ORD-T-0037-004828,300.0,395.81,MARKET,REGULAR,EVT-20260217-0447850,True
EVT-20260217-0447876,ORDER_PLACE,2026-02-17T10:56:51.404701,T-0012,T-0012,AMZN,SELL,ORD-T-0012-004723,9300.0,184.33,LIMIT,REGULAR,,False
EVT-20260217-0447906,ORDER_PLACE,2026-02-17T10:56:51.495955,T-0044,T-0044,AAPL,BUY,ORD-T-0044-005488,1100.0,174.33,LIMIT,REGULAR,,False
EVT-20260217-0447881,ORDER_PLACE,2026-02-17T10:56:52.057650,T-0016,T-0016,MSFT,SELL,ORD-T-0016-005642,7300.0,396.67,LIMIT,REGULAR,,False
EVT-20260217-0447869,ORDER_CANCEL,2026-02-17T10:56:52.151140,T-0004,T-0004,NVDA,SELL,ORD-T-0004-006080,700.0,796.55,LIMIT,REGULAR,EVT-20260217-0447868,False
EVT-20260217-0447879,ORDER_PLACE,2026-02-17T10:56:54.324531,T-0014,T-0014,MSFT,SELL,ORD-T-0014-005814,21500.0,396.31,LIMIT,REGULAR,,False
EVT-20260217-0447890,TRADE_EXECUTE,2026-02-17T10:56:54.471262,T-0025,T-0025,TSLA,BUY,ORD-T-0025-005322,8800.0,248.73,LIMIT,REGULAR,EVT-20260217-0447889,False
EVT-20260217-0447897,ORDER_PLACE,2026-02-17T10:56:54.748830,T-0034,T-0034,AAPL,BUY,ORD-T-0034-004461,600.0,174.46,LIMIT,REGULAR,,False
EVT-20260217-0447894,TRADE_EXECUTE,2026-02-17T10:56:55.328039,T-0027,T-0027,AAPL,SELL,ORD-T-0027-005246,4800.0,174.38,LIMIT,REGULAR,EVT-20260217-0447893,False
EVT-20260217-0447874,ORDER_PLACE,2026-02-17T10:56:55.788589,T-0010,T-0010,TSLA,SELL,ORD-T-0010-005225,3000.0,248.75333275820967,MARKET,REGULAR,,True
EVT-20260217-0447905,ORDER_PLACE,2026-02-17T10:56:55.793718,T-0042,T-0042,AAPL,SELL,ORD-T-0042-005351,400.0,174.66,LIMIT,REGULAR,,False
EVT-20260217-0447880,ORDER_CANCEL,2026-02-17T10:56:55.942588,T-0014,T-0014,MSFT,SELL,ORD-T-0014-005814,21500.0,396.31,LIMIT,REGULAR,EVT-20260217-0447879,False
EVT-20260217-0447891,ORDER_PLACE,2026-02-17T10:56:56.906762,T-0027,T-0027,AAPL,SELL,ORD-T-0027-005245,46700.0,174.74,LIMIT,REGULAR,,False
EVT-20260217-0447907,ORDER_PLACE,2026-02-17T10:56:57.467935,T-0045,T-0045,AAPL,SELL,ORD-T-0045-005370,1500.0,174.568387790097,MARKET,REGULAR,,True
EVT-20260217-0447883,ORDER_PLACE,2026-02-17T10:56:58.360781,T-0019,T-0019,NVDA,BUY,ORD-T-0019-005222,1100.0,794.28,LIMIT,REGULAR,,False
EVT-20260217-0447937,ORDER_PLACE,2026-02-17T10:57:01.992336,T-0036,T-0036,NVDA,SELL,ORD-T-0036-004726,500.0,794.61,LIMIT,REGULAR,,False
EVT-20260217-0447853,TRADE_EXECUTE,2026-02-17T10:57:04.199813,T-0039,T-0039,NVDA,BUY,ORD-T-0039-004708,1900.0,797.15,LIMIT,REGULAR,EVT-20260217-0447852,False
EVT-20260217-0447877,TRADE_EXECUTE,2026-02-17T10:57:05.518413,T-0012,T-0012,AMZN,SELL,ORD-T-0012-004723,9300.0,184.47,LIMIT,REGULAR,EVT-20260217-0447876,False
EVT-20260217-0447896,TRADE_EXECUTE,2026-02-17T10:57:05.632467,T-0033,T-0033,NVDA,SELL,ORD-T-0033-004958,800.0,794.73,LIMIT,REGULAR,EVT-20260217-0447895,True
EVT-20260217-0447947,ORDER_PLACE,2026-02-17T10:57:05.848931,T-0049,T-0049,MSFT,SELL,ORD-T-0049-005774,1700.0,396.98,LIMIT,REGULAR,,False
EVT-20260217-0447912,ORDER_PLACE,2026-02-17T10:57:05.880989,T-0005,T-0005,NVDA,SELL,ORD-T-0005-004380,3000.0,796.35,LIMIT,REGULAR,,False
EVT-20260217-0447924,ORDER_PLACE,2026-02-17T10:57:08.235909,T-0022,T-0022,NVDA,SELL,ORD-T-0022-005384,21600.0,794.76,LIMIT,REGULAR,,False
EVT-20260217-0447910,ORDER_PLACE,2026-02-17T10:57:08.534283,T-0004,T-0004,TSLA,SELL,ORD-T-0004-006081,3500.0,249.17,LIMIT,REGULAR,,False
EVT-20260217-0447886,TRADE_EXECUTE,2026-02-17T10:57:08.720839,T-0020,T-0020,TSLA,SELL,ORD-T-0020-005530,35200.0,248.85,LIMIT,REGULAR,EVT-20260217-0447885,True
EVT-20260217-0447922,ORDER_PLACE,2026-02-17T10:57:13.803250,T-0021,T-0021,AMZN,SELL,ORD-T-0021-004884,4400.0,184.49,LIMIT,REGULAR,,True
EVT-20260217-0447929,ORDER_PLACE,2026-02-17T10:57:16.790339,T-0028,T-0028,TSLA,SELL,ORD-T-0028-005487,39600.0,249.14,LIMIT,REGULAR,,False
EVT-20260217-0447900,TRADE_EXECUTE,2026-02-17T10:57:17.807217,T-0035,T-0035,TSLA,BUY,ORD-T-0035-005670,400.0,249.17,LIMIT,REGULAR,EVT-20260217-0447899,False
EVT-20260217-0447933,ORDER_PLACE,2026-02-17T10:57:19.206961,T-0033,T-0033,TSLA,BUY,ORD-T-0033-004959,1200.0,248.41,LIMIT,REGULAR,,False
EVT-20260217-0447935,ORDER_PLACE,2026-02-17T10:57:19.643700,T-0035,T-0035,AAPL,BUY,ORD-T-0035-005672,300.0,174.65,LIMIT,REGULAR,,True
EVT-20260217-0447914,ORDER_PLACE,2026-02-17T10:57:20.600298,T-0005,T-0005,NVDA,BUY,ORD-T-0005-004381,600.0,795.61,LIMIT,REGULAR,,True
EVT-20260217-0447920,ORDER_PLACE,2026-02-17T10:57:20.668148,T-0019,T-0019,TSLA,SELL,ORD-T-0019-005223,7400.0,248.96,LIMIT,REGULAR,,False
EVT-20260217-0447938,ORDER_PLACE,2026-02-17T10:57:21.362575,T-0039,T-0039,NVDA,BUY,ORD-T-0039-004709,1200.0,794.67,LIMIT,REGULAR,,False
EVT-20260217-0447931,ORDER_PLACE,2026-02-17T10:57:22.609888,T-0029,T-0029,AAPL,BUY,ORD-T-0029-005758,27100.0,174.85,LIMIT,REGULAR,,False
EVT-20260217-0447944,ORDER_PLACE,2026-02-17T10:57:24.283487,T-0044,T-0044,TSLA,SELL,ORD-T-0044-005489,1100.0,248.42,LIMIT,REGULAR,,False
EVT-20260217-0447875,ORDER_CANCEL,2026-02-17T10:57:26.713495,T-0010,T-0010,TSLA,SELL,ORD-T-0010-005225,3000.0,248.75333275820967,MARKET,REGULAR,EVT-20260217-0447874,True
